customerid,count
2569-WGERO,1
7750-EYXWZ,1
8456-QDAVC,1
0639-TSIQW,1
9767-FFLEM,1
6894-LFHLY,1
3605-JISKB,1
0871-OPBXW,1
2235-DWLJU,1
9281-CEDRU,1
0550-DCXLH,1
8775-CEBBJ,1
2823-LKABH,1
7398-LXGYX,1
1035-IPQPU,1
7203-OYKCT,1
1699-HPSBG,1
9837-FWLCH,1
9710-NJERN,1
0376-OIWME,1
1684-FLBGS,1
4616-ULAOA,1
2750-BJLSB,1
1024-KPRBB,1
3078-ZKNTS,1
3914-FDRHP,1
2451-YMUXS,1
5392-AKEMH,1
9364-YKUVW,1
1564-NTYXF,1
6394-MFYNG,1
9588-YRFHY,1
2075-RMJIK,1
3648-GZPHF,1
2898-MRKPI,1
5981-ZVXOT,1
9013-AQORL,1
6797-LNAQX,1
9039-ZVJDC,1
0032-PGELS,1
3454-JFUBC,1
2405-LBMUW,1
2314-TNDJQ,1
2758-RNWXS,1
5996-EBTKM,1
7746-AWNQW,1
7693-LCKZL,1
4690-PKDQG,1
8155-IBNHG,1
0886-QGENL,1
9547-ITEFG,1
3976-BWUCK,1
6967-PEJLL,1
6447-GORXK,1
6633-SYEUS,1
8468-FZTOE,1
5568-DMXZS,1
0786-VSSUD,1
5351-QESIO,1
6439-PKTRR,1
2843-CQMEG,1
5130-YPIRV,1
1904-WAJAA,1
0422-UXFAP,1
9972-VAFJJ,1
6664-FPDAC,1
7240-FQLHE,1
8083-YTZES,1
4745-LSPLO,1
8685-WHQPW,1
8739-WWKDU,1
6598-KELSS,1
7789-CRUVC,1
1264-FUHCX,1
5022-KVDQT,1
7009-LGECI,1
7632-MNYOY,1
3798-EPWRR,1
0305-SQECB,1
9388-ZEYVT,1
9589-ABEPT,1
1389-CXMLU,1
9412-ARGBX,1
4940-KHCWD,1
3978-YNKDD,1
1442-BQPVU,1
5274-XHAKY,1
4186-ZBUEW,1
6258-NGCNG,1
2346-CZYIL,1
3967-KXAPS,1
5090-EMGTC,1
4075-WKNIU,1
3588-WSTTJ,1
2832-KJCRD,1
0872-NXJYS,1
0822-QGCXA,1
1395-OFUWC,1
4480-MBMLB,1
0674-EYYZV,1
6810-VCAEX,1
3704-IEAXF,1
7605-SNLQG,1
4670-TABXH,1
5561-NWEVX,1
0064-SUDOG,1
3545-CNWRG,1
4342-HFXWS,1
7103-IPXPJ,1
2272-QAGFO,1
2452-MRMZF,1
7878-RTCZG,1
3733-ZEECP,1
9912-OMZDS,1
2737-WFVYW,1
2027-CWDNU,1
0516-OOHAR,1
8107-RZLNV,1
3662-FXJFO,1
6906-MPARY,1
8080-POTJR,1
4566-NECEV,1
6253-GNHWH,1
4526-RMTLL,1
7895-VONWT,1
8591-NXRCV,1
8292-FRFZQ,1
5161-XEUVX,1
8561-NMTBD,1
1447-GIQMR,1
0818-OCPZO,1
4989-LIXVT,1
8404-FYDIB,1
6437-UDQJM,1
9979-RGMZT,1
1074-WVEVG,1
3319-DWOEP,1
3398-FSHON,1
9888-ZCUMM,1
9248-OJYKK,1
4662-EKDPQ,1
6762-NSODU,1
6457-USBER,1
2791-SFVEW,1
8822-KNBHV,1
0048-PIHNL,1
9600-NAXZN,1
8344-WFMFH,1
4086-WITJG,1
9770-LXDBK,1
1062-LHZOD,1
8690-UPCZI,1
9696-RMYBA,1
1000-AJSLD,1
4576-CSAJH,1
7242-QZLXF,1
6518-LGAOV,1
1226-IENZN,1
2108-GLPQB,1
9259-PACGQ,1
4415-IJZTP,1
4779-ZGICK,1
1705-GUHPV,1
1925-TIBLE,1
8799-OXZMD,1
0827-ITJPH,1
2038-YSEZE,1
5850-BDWCY,1
4020-KIUDI,1
2164-SOQXL,1
8722-PRFDV,1
8249-THVEC,1
8006-PYCSW,1
0898-XCGTF,1
3411-WLRSQ,1
4747-LCAQL,1
2810-FTLEM,1
3315-IKYZQ,1
4816-OKWNX,1
4990-ALDGW,1
1122-YJBCS,1
3468-DRVQJ,1
5474-LAMUQ,1
1465-VINDH,1
1785-BPHTP,1
7315-WYOAW,1
5389-FFVKB,1
9867-XOBQA,1
1047-RNXZV,1
1320-GVNHT,1
4597-ELFTS,1
5204-QZXPU,1
8441-SHIPE,1
7839-QRKXN,1
1760-CAZHT,1
3174-RKMOW,1
9820-RMCQV,1
3090-HAWSU,1
9546-KDTRB,1
1596-OQSPS,1
9916-AYHTC,1
4919-MOAVT,1
3640-JQGJG,1
0076-LVEPS,1
5893-KCLGT,1
9572-WUKSB,1
6120-RJKLU,1
3259-KNMRR,1
0970-QXPXW,1
3990-QYKBE,1
7931-PXHFC,1
1488-SYSFC,1
3541-ZNUHK,1
8450-JOVAH,1
8725-JEDFD,1
7562-UXTPG,1
8784-CGILN,1
6300-BWMJX,1
3005-NFMTA,1
2710-WYVXG,1
4707-MAXGU,1
2446-PLQVO,1
0270-THENM,1
2267-WTPYD,1
0617-AQNWT,1
6563-VNPMN,1
8992-JQYUN,1
7758-XKCBS,1
9274-CNFMO,1
1116-DXXDF,1
2030-BTZRO,1
4933-BSAIP,1
4323-OHFOW,1
8212-DJRCH,1
5681-LLOEI,1
5626-MGTUK,1
6668-CNMFP,1
1113-IUJYX,1
8071-SBTRN,1
3855-ONCAR,1
9739-JLPQJ,1
1173-XZPYF,1
2380-DAMQP,1
6994-KERXL,1
3590-TCXTB,1
9488-FYQAU,1
7558-IMLMT,1
6365-HITVU,1
8182-PNAGI,1
4011-ARPHK,1
5666-CYCYZ,1
0164-XAIRP,1
1272-ILHFG,1
2256-YLYLP,1
0749-IRGQE,1
7672-VFMXZ,1
0685-MLYYM,1
2061-VVFST,1
7359-SSBJK,1
2068-WWXQZ,1
5481-NTDOH,1
6898-RBTLU,1
9530-GRMJG,1
2509-TFPJU,1
8676-TRMJS,1
3768-NLUBH,1
9850-OWRHQ,1
7957-RYHQD,1
2180-DXNEG,1
1960-UOTYM,1
2740-JFBOK,1
9845-QOMAD,1
5115-SQAAU,1
7660-HDPJV,1
7471-MQPOS,1
9863-JZAIC,1
2369-FEVNO,1
5295-PCJOO,1
1591-MQJTP,1
7956-XQWGU,1
5294-CDGWY,1
1754-GKYPY,1
9003-CPATH,1
2775-SEFEE,1
4114-QMKVN,1
9928-BZVLZ,1
1241-FPMOF,1
2144-ESWKO,1
8469-SNFFH,1
6230-BSUXY,1
5245-VDBUR,1
8976-OQHGT,1
5515-AKOAJ,1
6500-JVEGC,1
7779-ORAEL,1
3427-GGZZI,1
9000-PLFUZ,1
4654-ULTTN,1
2657-ALMWY,1
7601-DHFWZ,1
5271-YNWVR,1
8859-YSTWS,1
2225-ZRGSG,1
8215-NGSPE,1
4163-HFTUK,1
4929-BSTRX,1
1492-KGETH,1
5546-BYZSM,1
5550-VFRLC,1
9107-UKCKY,1
0675-NCDYU,1
5982-FPVQN,1
0013-EXCHZ,1
2270-CHBFN,1
8133-ANHHJ,1
2302-OUZXB,1
5087-SUURX,1
3057-VJJQE,1
4397-FRLTA,1
8023-QHAIO,1
5088-QZLRL,1
1346-PJWTK,1
6330-JKLPC,1
4667-OHGKG,1
1998-VHJHK,1
1707-HABPF,1
1320-HTRDR,1
4818-DRBQT,1
9705-ZJBCG,1
2460-FPSYH,1
6586-PSJOX,1
8049-WJCLQ,1
9432-VOFYX,1
1794-HBQTJ,1
9152-AMKAK,1
2877-VDUER,1
3799-ISUZQ,1
2344-JMOGN,1
6051-PTVNS,1
6284-AHOOQ,1
5982-XMDEX,1
2308-STERM,1
0027-KWYKW,1
4508-OEBEY,1
5063-IUOKK,1
7228-OMTPN,1
0487-VVUVK,1
7253-UVNDW,1
1660-HSOOQ,1
6339-DKLMK,1
6918-UMQCG,1
9670-BPNXF,1
7472-EQOAV,1
9127-QRZMH,1
5985-BEHZK,1
6546-OPBBH,1
1333-PBMXB,1
1716-LSAMB,1
5044-LRQAQ,1
2619-WFQWU,1
3863-QSTYI,1
8034-RYTVV,1
2043-WVTQJ,1
9574-RKJIF,1
6923-EFPNL,1
5364-EVNIB,1
2892-GESUL,1
0623-GDISB,1
0248-PGHBZ,1
3173-NVMPX,1
6586-MYGKD,1
6693-FRIRW,1
1809-DMJHQ,1
6010-DDPPW,1
5753-QQWPW,1
8048-DSDFQ,1
4776-XSKYQ,1
5919-VCZYM,1
9644-KVCNC,1
2137-DQMEV,1
8174-LNWMW,1
8750-QWZAJ,1
8838-GPHZP,1
6629-CZTTH,1
6072-NUQCB,1
8457-XIGKN,1
8746-BFOAJ,1
0329-GTIAJ,1
4589-IUAJB,1
9611-CTWIH,1
7880-XSOJX,1
7658-UYUQS,1
9572-MTILT,1
6646-JPPHA,1
2990-OGYTD,1
6804-GDMOI,1
3803-KMQFW,1
4632-PAOYU,1
4614-NUVZD,1
8029-XYPWT,1
0778-NELLA,1
2404-JIBFC,1
7964-VEXDG,1
9279-CJEOJ,1
6847-KJLTS,1
3913-FCUUW,1
1757-TCATG,1
3841-CONLJ,1
5327-XOKKY,1
3948-FVVRP,1
5619-XZZKR,1
0336-KXKFK,1
5399-ZIMKF,1
9585-KKMFD,1
9386-LDCZR,1
4369-HTUIF,1
4475-NVTLU,1
0193-ESZXP,1
5057-LCOUI,1
2522-WLNSF,1
0147-ESWWR,1
6982-UQZLY,1
5229-PRWKT,1
4797-AXPXK,1
2896-TBNBE,1
9103-CXVOK,1
4983-CCWMC,1
3566-CAAYU,1
6260-XLACS,1
5915-DGNVC,1
6370-ZVHDV,1
7812-FZHPE,1
0983-TATYJ,1
1813-JYWTO,1
0156-FVPTA,1
1984-FCOWB,1
2325-WINES,1
1089-XZWHH,1
9840-DVNDC,1
8169-SAEJD,1
8903-XEBGX,1
0363-QJVFX,1
6108-OQZDQ,1
8050-DVOJX,1
8204-TIFGJ,1
1891-UAWWU,1
6297-NOOPG,1
5602-BVFMK,1
7072-MBHEV,1
4537-DKTAL,1
5196-SGOAK,1
3785-NRHYR,1
0168-XZKBB,1
0795-XCCTE,1
5287-QWLKY,1
6476-YHMGA,1
3312-ZWLGF,1
6719-OXYBR,1
0654-HMSHN,1
1217-VASWC,1
6469-QJKZW,1
3301-VKTGC,1
9334-GWGOW,1
5143-WMWOG,1
4423-JWZJN,1
0601-WZHJF,1
2087-QAREY,1
2320-JRSDE,1
1222-LRYKO,1
5567-GZKQY,1
6542-LWGXJ,1
9801-GDWGV,1
5028-HTLJB,1
6821-BUXUX,1
2458-EOMRE,1
8318-LCNBW,1
8963-MQVYN,1
4462-CYWMH,1
9115-YQHGA,1
4391-RESHN,1
6424-ELEYH,1
5286-YHCVC,1
4619-EVPHY,1
9932-WBWIK,1
0816-TSPHQ,1
9555-SAHUZ,1
1493-AMTIE,1
6490-FGZAT,1
5393-RXQSZ,1
7452-FOLON,1
2320-TZRRH,1
6345-HOVES,1
0875-CABNR,1
2824-MYYBN,1
3244-DCJWY,1
4396-KLSEH,1
1121-QSIVB,1
0674-GCDXG,1
2371-JQHZZ,1
3096-GKWEB,1
7312-XSBAT,1
5666-MBJPT,1
1576-PFZIW,1
7638-QVMVY,1
9752-ZNQUT,1
4471-KXAUH,1
6047-SUHPR,1
6147-CBCRA,1
4291-HYEBC,1
7502-BNYGS,1
5510-BOIUJ,1
4942-VZZOM,1
9444-JTXHZ,1
0231-LXVAP,1
6345-ULYRW,1
3755-JBMNH,1
3096-JRDSO,1
6559-PDZLR,1
3810-PJUHR,1
0485-ZBSLN,1
2495-TTHBQ,1
4919-IKATY,1
5143-EGQFK,1
6082-GLJIX,1
1460-UZPRJ,1
5701-GUXDC,1
4724-WXVWF,1
4273-MBHYA,1
8992-OBVDG,1
5649-VUKMC,1
2580-ASVVY,1
1172-VIYBP,1
5375-XLDOF,1
9495-REDIY,1
9788-HNGUT,1
0771-CHWSK,1
9526-JAWYF,1
6283-GITPX,1
4254-QPEDE,1
3521-SYVOR,1
2982-IHMFT,1
5032-USPKF,1
9050-QLROH,1
0847-HGRML,1
8232-CTLKO,1
9227-YBAXE,1
7450-NWRTR,1
9701-CDXHR,1
5515-IDEJJ,1
8676-OOQEJ,1
6143-JQKEA,1
0843-WTBXE,1
3137-LUPIX,1
2362-IBOOY,1
6229-UOLQL,1
9465-RWMXL,1
9689-PTNPG,1
6284-KMNUF,1
5320-BRKGK,1
8313-KTIHG,1
9229-RQABD,1
9637-EIHEQ,1
8065-YKXKD,1
4043-MKDTV,1
2786-GCDPI,1
0877-SDMBN,1
0112-QAWRZ,1
9860-LISIZ,1
6168-WFVVF,1
3370-GQEAL,1
6705-LNMDD,1
2162-FRZAA,1
7647-GYYKX,1
9110-HSGTV,1
1941-HOSAM,1
5940-NFXKV,1
9027-TMATR,1
6078-VESFR,1
9839-ETQOE,1
9700-ISPUP,1
2082-OJVTK,1
8821-XNHVZ,1
5569-OUICF,1
5647-FXOTP,1
8745-PVESG,1
9441-QHEVC,1
2144-BFDSO,1
2927-CVULT,1
2242-MFOTG,1
0756-MPZRL,1
1334-PDUKM,1
0774-RMNUW,1
3642-GKTCT,1
8058-INTPH,1
9708-KFDBY,1
3235-ETOOB,1
9479-HYNYL,1
0704-VCUMB,1
6171-ZTVYB,1
8053-WWDRO,1
9564-KCLHR,1
3327-YBAKM,1
6386-SZZKH,1
3143-JQEGI,1
4565-EVZMJ,1
5583-EJXRD,1
5747-PMBSQ,1
2894-QOJRX,1
0334-ZFJSR,1
1270-XKUCC,1
5688-KZTSN,1
2690-DVRVK,1
7901-IIDQV,1
1448-CYWKC,1
8731-WBBMB,1
7718-UPSKJ,1
5338-YHWYT,1
9866-OCCKE,1
2498-XLDZR,1
1213-NGCUN,1
1470-PSXNM,1
2082-CEFLT,1
2535-PBCGC,1
1935-IMVBB,1
8124-NZVGJ,1
5376-DEQCP,1
4987-GQWPO,1
9289-LBQVU,1
1208-NBVFH,1
4277-UDIEF,1
3002-WQZWT,1
6726-NNFWD,1
6538-POCHL,1
6437-UKHMV,1
9770-KXGQU,1
0221-NAUXK,1
6933-FHBZC,1
3458-IDMFK,1
6142-VSJQO,1
1221-GHZEP,1
0580-PIQHM,1
6551-VLJMV,1
2657-VPXTA,1
2207-OBZNX,1
9496-IVVRP,1
8718-PTMEZ,1
9970-QBCDA,1
2506-TNFCO,1
4012-YCFAI,1
3026-ATZYV,1
1696-HXOWK,1
7503-ZGUZJ,1
4912-PIGUY,1
1114-CENIM,1
6060-DRTNL,1
2725-TTRIQ,1
7139-JZFVG,1
4631-OACRM,1
1976-CFOCS,1
7614-QVWQL,1
2208-NKVVH,1
2696-NARTR,1
8837-VVWLQ,1
0196-VULGZ,1
2799-TSLAG,1
3703-TTEPD,1
2676-OXPPQ,1
0804-XBFBV,1
7856-GANIL,1
5519-TEEUH,1
7609-YBPXG,1
7794-JASDG,1
4419-UJMUS,1
5536-SLHPM,1
6289-CPNLD,1
8473-VUVJN,1
2275-RBYQS,1
8990-ZXLSU,1
3374-TTZTK,1
5696-CEIQJ,1
8660-BUETV,1
5118-MUEYH,1
9786-YWNHU,1
8490-BXHEO,1
9715-SBVSU,1
8961-QDZZJ,1
1310-QRITU,1
2722-VOJQL,1
6833-JMZYP,1
3733-UOCWF,1
7932-WPTDS,1
4049-ZPALD,1
6005-OBZPH,1
6407-GSJNL,1
9715-WZCLW,1
6141-OOXUQ,1
4097-YODCF,1
8910-ICHIU,1
0292-WEGCH,1
5057-RKGLH,1
5124-EOGYE,1
4067-HLYQI,1
2589-AYCRP,1
3936-QQFLL,1
2379-ENZGV,1
5627-TVBPP,1
9095-HFAFX,1
7173-TETGO,1
7929-SKFGK,1
2300-RQGOI,1
3563-SVYLG,1
1832-PEUTS,1
1833-TCXKK,1
7109-MFBYV,1
2481-SBOYW,1
3512-IZIKN,1
4456-RHSNB,1
5959-BELXA,1
0727-IWKVK,1
7000-WCEVQ,1
7246-ZGQDF,1
7432-FFVAR,1
9921-EZKBY,1
7879-CGSFV,1
1597-FZREH,1
5995-WWKKG,1
6331-LWDTQ,1
9488-FVZCC,1
7394-FKDNK,1
2455-USLMV,1
8630-QSGXK,1
4998-IKFSE,1
6435-VWCCY,1
5228-EXCET,1
6064-ZATLR,1
7824-PANSQ,1
4343-EJVQB,1
5685-IIXLY,1
4698-KVLLG,1
5025-GOOKI,1
3752-CQSJI,1
0020-JDNXP,1
0440-MOGPM,1
8859-DZTGQ,1
4482-FTFFX,1
4250-ZBWLV,1
2325-NBPZG,1
0956-ACVZC,1
5671-UUNXD,1
5917-HBSDW,1
0442-TDYUO,1
3460-TJBWI,1
6646-VRFOL,1
4451-RWASJ,1
2724-FJDYW,1
1360-RCYRT,1
3915-ODIYG,1
6736-DHUQI,1
3779-OSWCF,1
3727-RJMEO,1
4367-NHWMM,1
9503-XJUME,1
5095-AESKG,1
2887-JPYLU,1
4770-QAZXN,1
4896-CPRPF,1
0487-RPVUM,1
7634-HLQJR,1
9253-QXKBE,1
0708-LGSMF,1
2959-FENLU,1
4487-ZYJZK,1
1689-YQBYY,1
6338-AVWCY,1
4750-UKWJK,1
3363-EWLGO,1
0519-XUZJU,1
5649-TJHOV,1
1555-DJEQW,1
7537-CBQUZ,1
8008-ESFLK,1
9835-ZIITK,1
7353-YOWFP,1
6595-YGXIT,1
9090-SGQXL,1
0282-NVSJS,1
2027-OAQQC,1
9714-EDSUC,1
1871-MOWRM,1
6733-LRIZX,1
3462-BJQQA,1
2516-XSJKX,1
6877-LGWXO,1
9033-EOXWV,1
5167-GBFRE,1
8019-ENHXU,1
5975-BAICR,1
9782-LGXMC,1
7163-OCEQI,1
3842-QTGDL,1
2049-BAFNW,1
2957-JIRMN,1
2729-VNVAP,1
6859-RKMZJ,1
3640-PHQXK,1
5656-JAMLX,1
7169-YWAMK,1
7395-XWZOY,1
6888-SBYAI,1
4430-YHXGG,1
5816-QVHRX,1
2862-PFNIK,1
8756-RDDLT,1
1414-YADCW,1
7951-QKZPL,1
6261-RCVNS,1
8421-WZOOW,1
4673-KKSLS,1
4853-OITSN,1
9800-OUIGR,1
1324-NLTJE,1
2193-SFWQW,1
9661-ACXBS,1
2080-GKCWQ,1
0687-ZVTHB,1
8063-RJYNF,1
1472-TNCWL,1
5567-WSELE,1
6828-HMKWP,1
1099-GODLO,1
5271-DBYSJ,1
3585-YNADK,1
9185-TQCVP,1
0212-ISBBF,1
3721-CNZHX,1
8577-QSOCG,1
7049-GKVZY,1
2675-IJRGJ,1
0239-OXEXL,1
0780-XNZFN,1
6907-CQGPN,1
1522-VVDMG,1
7094-MSZAO,1
2324-EFHVG,1
4079-ULGFR,1
0057-QBUQH,1
2202-CUYXZ,1
7609-NRNCA,1
9638-JIQYA,1
3896-RCYYE,1
1095-JUDTC,1
5614-DNZCE,1
4132-POCZS,1
3317-VLGQT,1
6198-PNNSZ,1
9190-MFJLN,1
0871-URUWO,1
7153-CHRBV,1
0623-EJQEG,1
7337-CINUD,1
4819-HJPIW,1
6218-KNUBD,1
0080-EMYVY,1
9924-JPRMC,1
3308-DGHKL,1
7445-WMRBW,1
3831-YCPUO,1
4226-KKDON,1
1228-ZLNBX,1
5553-AOINX,1
9812-GHVRI,1
5438-QMDDL,1
3258-SANFR,1
3726-TBHQT,1
3190-ITQXP,1
0870-VEMYL,1
0725-CXOTM,1
5857-XRECV,1
3845-FXCYS,1
6776-TLWOI,1
0118-JPNOY,1
4903-UYAVB,1
8901-UPRHR,1
6685-XSHHU,1
7562-GSUHK,1
3627-FCRDW,1
5222-IMUKT,1
3069-SSVSN,1
8990-YOZLV,1
6383-ZTSIW,1
4009-ALQFH,1
5010-IPEAQ,1
2322-VCZHZ,1
5774-QPLTF,1
3982-XWFZQ,1
5385-SUIRI,1
0178-CIIKR,1
3039-MJSLN,1
4833-QTJNO,1
8654-DHAOW,1
6286-SUUWT,1
9445-SZLCH,1
1397-XKKWR,1
9691-HKOVS,1
8085-MSNLK,1
2580-ATZSQ,1
5081-NWSUP,1
3797-VTIDR,1
6096-EGVTU,1
3387-PLKUI,1
0401-WDBXM,1
6013-BHCAW,1
8097-OMULG,1
3945-GFWQL,1
5349-IECLD,1
5493-SDRDQ,1
4458-KVRBJ,1
7568-PODML,1
0613-WUXUM,1
3055-OYMSE,1
3920-HIHMQ,1
4884-ZTHVF,1
7325-ENZFI,1
0356-ERHVT,1
4003-FUSHP,1
8331-ZXFOE,1
6599-SFQVE,1
9881-VCZEP,1
9526-BIHHD,1
8757-TFHHJ,1
4523-WXCEF,1
9249-FXSCK,1
7356-AYNJP,1
8573-CGOCC,1
9795-NREXC,1
4627-MIHJH,1
3565-UNOCC,1
7711-GQBZC,1
4700-UBQMV,1
9114-DPSIA,1
9605-WGJVW,1
0690-SRQID,1
7493-GVFIO,1
7110-BDTWG,1
4024-CSNBY,1
3097-NQYSN,1
9625-QNLUX,1
8775-LHDJH,1
3063-QFSZL,1
8319-QBEHW,1
0916-KNFAJ,1
8364-TRMMK,1
5119-KEPFY,1
1468-DEFNC,1
5995-OIGLP,1
7240-ETPTR,1
8042-JVNFH,1
3500-RMZLT,1
4143-OOBWZ,1
3570-YUEKJ,1
8695-ARGXZ,1
7129-CAKJW,1
8066-POXGX,1
4548-SDBKE,1
1169-WCVAK,1
8571-ZCMCX,1
7048-GXDAY,1
1162-ECVII,1
3873-NFTGI,1
7233-DRTRF,1
3090-QFUVD,1
0980-PVMRC,1
2805-AUFQN,1
4815-GBTCD,1
6711-VTNRE,1
8661-BOYNW,1
0506-YLVKJ,1
7401-RUBNK,1
1415-YFWLT,1
4871-JTKJF,1
1818-ESQMW,1
1722-LDZJS,1
1555-HAPSU,1
1697-NVVGY,1
7854-EKTJL,1
8464-EETCQ,1
6754-WKSHP,1
6933-VLYFX,1
0402-OAMEN,1
3161-GETRM,1
9507-EXLTT,1
1363-TXLSL,1
5321-NTRKC,1
9867-NNXLC,1
9112-WSNPU,1
9066-QRSDU,1
1752-OZXFY,1
3396-DKDEL,1
3197-NNYNB,1
4361-JEIVL,1
0374-IOEGQ,1
2642-DTVCO,1
0787-LHDYT,1
8099-MZPUJ,1
3422-LYEPQ,1
6754-LZUKA,1
9102-IAYHT,1
8132-YPVBX,1
2419-FSORS,1
2237-ZFSMY,1
6087-YPWHO,1
6017-PPLPX,1
7989-VCQOH,1
4686-UXDML,1
9730-DRTMJ,1
4817-QRJSX,1
3580-GICBM,1
1371-WEPDS,1
2384-OVPSA,1
5135-GRQJV,1
5883-GTGVD,1
8882-TLVRW,1
4199-QHJNM,1
5049-GLYVG,1
8749-CLJXC,1
4291-TPNFG,1
9251-AWQGT,1
6408-WHTEF,1
4817-KEQSP,1
1580-BMCMR,1
4936-YPJNK,1
7167-PCEYD,1
4072-IPYLT,1
3374-LXDEV,1
8707-HOEDG,1
2888-ADFAO,1
9648-BCHKM,1
3349-ANQNH,1
2398-YPMUR,1
0932-YIXYU,1
7480-SPLEF,1
4057-FKCZK,1
9761-XUJWD,1
0289-IVARM,1
8645-KOMJQ,1
1539-LNKHM,1
6252-DFGTK,1
3407-JMJQQ,1
8679-LZBMD,1
1972-XMUWV,1
1183-CANVH,1
1265-XTECC,1
0716-BQNDX,1
9633-XQABV,1
1421-HCERK,1
1116-FRYVH,1
4583-PARNH,1
9985-MWVIX,1
5847-MXBEO,1
5539-HIVAK,1
6349-JDHQP,1
5937-EORGB,1
1431-CYWMH,1
7636-XUHWW,1
9846-GKXAS,1
4976-LNFVV,1
2908-ZTPNF,1
7054-ENNGU,1
6156-UZDLF,1
7248-VZQLC,1
1976-AZZPJ,1
0856-NAOES,1
5343-SGUBI,1
4786-UKSNZ,1
0082-LDZUE,1
1965-AKTSX,1
1628-BIZYP,1
9402-CXWPL,1
1455-HFBXA,1
6172-FECYY,1
8610-WFCJF,1
0117-LFRMW,1
9943-VSZUV,1
8277-RVRSV,1
0562-HKHML,1
1635-NZATJ,1
8033-ATFAS,1
7881-INRLC,1
3549-ZTMNH,1
2709-UQGNP,1
4905-JEFDW,1
0383-CLDDA,1
3099-OONVS,1
9500-WBGRP,1
5183-KLYEM,1
5144-PQCDZ,1
9711-FJTBX,1
4712-AUQZO,1
9971-ZWPBF,1
5383-MMTWC,1
9418-RUKPH,1
2931-FSOHN,1
9912-GVSEQ,1
6496-SLWHQ,1
4192-GORJT,1
0011-IGKFF,1
8398-TBIYD,1
5828-DWPIL,1
1830-IPXVJ,1
6080-LNESI,1
1356-MKYSK,1
1840-BIUOG,1
2236-HILPA,1
8035-PWSEV,1
5965-GGPRW,1
0068-FIGTF,1
9355-NPPFS,1
6625-IUTTT,1
8514-VZHEB,1
9693-XMUOB,1
4316-XCSLJ,1
5055-MGMGF,1
9391-YZEJW,1
8241-JUIQO,1
0378-NHQXU,1
9873-MNDKV,1
2338-BQEZT,1
7876-BEUTG,1
9114-VEPUF,1
3398-ZOUAA,1
4118-CEVPF,1
6927-WTFIV,1
0281-CNTZX,1
9958-MEKUC,1
3370-HXOPH,1
1709-EJDOX,1
4581-SSPWD,1
2905-KFQUV,1
1480-IVEVR,1
2971-SGAFL,1
7136-RVDTZ,1
1534-OULXE,1
2077-MPJQO,1
9822-BIIGN,1
2969-QWUBZ,1
2862-JVEOY,1
4641-FROLU,1
2194-IIQOF,1
4512-ZUIYL,1
9631-RXVJM,1
9584-EXCDZ,1
0269-XFESX,1
4785-QRJHC,1
6131-JLWZM,1
2138-VFAPZ,1
3229-USWAR,1
3538-WZPHD,1
6603-YRDCJ,1
8909-BOLNL,1
6777-TGHTM,1
4844-JJWUY,1
2296-DKZFP,1
2968-SSGAA,1
2122-YWVYA,1
4550-EVXNY,1
0733-VUNUW,1
0568-ONFPC,1
3410-MHHUM,1
9214-EKVXR,1
2428-HYUNX,1
7526-IVLYU,1
2621-UDNLU,1
5093-FEGLU,1
7969-AULMZ,1
